""	"Gene1"	"Gene2"	"Gene3"	"Gene4"	"Gene5"	"Gene6"	"Gene7"	"Gene8"	"Gene9"	"Gene10"	"Gene11"	"Gene12"	"Gene13"	"Gene14"	"Gene15"	"Gene16"	"Gene17"	"Gene18"	"Gene19"	"Gene20"	"Gene21"	"Gene22"	"Gene23"	"Gene24"	"Gene25"	"Gene26"	"Gene27"	"Gene28"	"Gene29"	"Gene30"	"Gene31"	"Gene32"	"Gene33"	"Gene34"	"Gene35"	"Gene36"	"Gene37"	"Gene38"	"Gene39"	"Gene40"	"Gene41"	"Gene42"	"Gene43"	"Gene44"	"Gene45"	"Gene46"	"Gene47"	"Gene48"
"112"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"
"113"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"
"114"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"
"115"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"
"116"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"
"117"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"
"118"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"
"119"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"
"120"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"
"121"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"
"122"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"
"123"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"
"124"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"
"125"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"
"126"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"
"127"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"
"128"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"
"129"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"
"130"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"
"131"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"
"132"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"
"133"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"
"134"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"
"135"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"
"136"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"
"137"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"
"138"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"
"139"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"
"140"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"
"141"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"
"142"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"
"143"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"
"144"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"
"145"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"
"146"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"
"147"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"
"148"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"
"149"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"
"150"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"
"151"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"
"152"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"
"153"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"
"154"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"
"155"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"
"156"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"
"157"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"
"158"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"
"159"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"
"160"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"
"161"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"
"162"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"
"163"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  0"
"164"	"  0"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  1"	"  1"	"  1"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"
"165"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"
"166"	"  1"	"  1"	"  1"	"  0"	"  1"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  0"	"  0"	"  0"	"  1"	"  0"	"  1"	"  0"	"  1"	"  1"	"  0"	"  0"	"  1"	"  1"	"  1"	"  0"	"  1"	"  0"	"  0"	"  1"	"  1"	"  0"	"  1"	"  0"	"  1"
